0;0;0;0;land;false;unknown;0
1;216;246;168;land;false;plains;1
2;185;149;202;land;false;plains;1
3;251;228;47;land;true;plains;1
4;149;199;191;land;false;plains;1
5;198;243;180;land;false;plains;1
6;236;209;143;land;false;plains;1
7;252;129;141;land;true;plains;1
8;199;193;245;land;false;plains;1
9;217;215;234;land;false;plains;1
10;186;187;226;land;true;plains;1
11;249;181;153;land;false;plains;1
12;178;140;233;land;false;plains;1
13;235;233;76;land;true;plains;1
14;204;224;85;land;true;plains;1
15;136;239;253;land;false;plains;1
16;252;194;75;land;false;plains;1
17;243;100;210;land;false;plains;1
18;155;180;243;land;true;plains;1
19;222;83;246;land;false;plains;1
20;223;125;220;land;false;plains;1
21;235;100;228;land;false;plains;1
22;246;187;204;land;false;plains;1
23;171;198;235;land;true;plains;1
24;215;239;134;land;false;plains;1
25;194;245;210;land;false;plains;1
26;224;198;204;land;false;plains;1
27;228;119;233;land;false;plains;1
28;245;226;201;land;false;plains;1
29;90;226;252;land;false;plains;1
30;192;238;122;land;true;plains;1
31;251;219;173;land;false;plains;1
32;165;201;254;land;false;plains;1
33;235;193;198;land;false;plains;1
34;186;199;239;land;false;plains;1
35;100;173;248;land;false;plains;1
36;192;133;227;land;false;plains;1
37;230;200;102;land;false;plains;1
38;222;174;109;land;false;plains;1
39;244;186;247;land;false;plains;1
40;227;211;119;land;false;plains;1
41;190;99;227;land;true;plains;1
42;192;195;137;land;false;plains;1
43;169;175;190;land;false;plains;1
44;180;233;172;land;false;plains;1
45;207;191;109;land;false;plains;1
46;199;100;202;land;true;plains;1
47;226;123;233;land;false;plains;1
48;233;234;90;land;false;plains;1
49;197;232;147;land;true;plains;1
50;201;163;241;land;false;plains;1
51;94;213;210;land;true;plains;1
52;242;197;164;land;true;plains;1
53;165;234;229;land;true;plains;1
54;134;239;163;land;false;plains;1
55;184;236;227;land;true;plains;1
56;197;203;223;land;false;plains;1
57;210;166;183;land;true;plains;1
58;157;243;193;land;false;plains;1
59;252;249;179;land;false;plains;1
60;250;81;240;land;false;plains;1
61;229;204;124;land;false;plains;1
62;123;217;249;land;false;plains;1
63;155;148;242;land;false;plains;1
64;156;100;250;land;false;plains;1
65;232;125;179;land;false;plains;1
66;228;173;179;land;false;plains;1
67;218;209;152;land;false;plains;1
68;162;250;159;land;true;plains;1
69;228;161;195;land;false;plains;1
70;231;120;248;land;false;plains;1
71;223;224;57;land;false;plains;1
72;247;226;62;land;true;plains;1
73;214;187;199;land;false;plains;1
74;246;84;243;land;false;plains;1
75;243;222;73;land;false;plains;1
76;219;140;241;land;false;plains;1
77;244;98;245;land;false;plains;1
78;142;243;133;land;false;plains;1
79;243;177;128;land;true;plains;1
80;205;252;106;land;true;plains;1
81;144;221;235;land;false;plains;1
82;252;236;233;land;true;plains;1
83;219;190;192;land;true;plains;1
84;190;248;185;land;false;plains;1
85;168;155;232;land;false;plains;1
86;246;177;143;land;false;plains;1
87;120;197;227;land;true;plains;1
88;244;241;151;land;false;plains;1
89;237;244;47;land;false;plains;1
90;206;240;154;land;false;plains;1
91;154;251;164;land;false;plains;1
92;189;183;200;land;false;plains;1
93;221;130;222;land;false;plains;1
94;108;247;180;land;false;plains;1
95;157;161;215;land;false;plains;1
96;217;237;249;land;false;plains;1
97;249;234;229;land;false;plains;1
98;213;77;212;land;false;plains;1
99;91;244;191;land;false;plains;1
100;223;54;246;land;false;plains;1
101;220;162;232;land;false;plains;1
102;206;215;160;land;false;plains;1
103;236;250;108;land;false;plains;1
104;205;206;185;land;false;plains;1
105;95;236;183;land;false;plains;1
106;227;67;233;land;false;plains;1
107;248;194;190;land;true;plains;1
108;166;157;224;land;false;plains;1
109;250;206;125;land;false;plains;1
110;230;250;29;land;false;plains;1
111;106;247;238;land;false;plains;1
112;154;150;251;land;true;plains;1
113;104;217;185;land;false;plains;1
114;233;254;37;land;false;plains;1
115;98;197;241;land;false;plains;1
116;233;181;135;land;false;plains;1
117;240;72;231;land;false;plains;1
118;234;140;137;land;false;plains;1
119;199;123;224;land;false;plains;1
120;107;246;184;land;false;plains;1
121;210;220;160;land;false;plains;1
122;186;231;192;land;true;plains;1
123;216;197;160;land;false;plains;1
124;134;248;135;land;true;plains;1
125;91;189;221;land;false;plains;1
126;247;153;121;land;false;plains;1
127;229;233;180;land;false;plains;1
128;159;215;152;land;false;plains;1
129;248;45;217;land;false;plains;1
130;152;136;252;land;false;plains;1
131;184;186;213;land;false;plains;1
132;234;166;225;land;false;plains;1
133;204;211;177;land;false;plains;1
134;156;227;181;land;false;plains;1
135;191;176;167;land;false;plains;1
136;174;151;194;land;true;plains;1
137;208;137;174;land;false;plains;1
138;245;229;124;land;false;plains;1
139;147;194;213;land;true;plains;1
140;44;238;239;land;false;plains;1
141;199;234;77;land;false;plains;1
142;231;240;245;land;true;plains;1
143;232;214;214;land;false;plains;1
144;49;246;214;land;false;plains;1
145;243;208;52;land;false;plains;1
146;168;182;168;land;false;plains;1
147;180;226;157;land;false;plains;1
148;141;239;229;land;false;plains;1
149;115;225;226;land;false;plains;1
150;131;246;194;land;false;plains;1
151;118;250;244;land;false;plains;1
152;145;182;211;land;false;plains;1
153;249;181;133;land;false;plains;1
154;237;194;97;land;false;plains;1
155;68;254;252;land;false;plains;1
156;242;163;174;land;true;plains;1
157;156;232;210;land;false;plains;1
158;236;132;145;land;false;plains;1
159;174;196;219;land;false;plains;1
160;233;197;124;land;true;plains;1
161;159;239;118;land;false;plains;1
162;145;157;246;land;true;plains;1
163;248;254;193;land;true;plains;1
164;220;218;131;land;false;plains;1
165;191;129;233;land;false;plains;1
166;253;246;197;land;false;plains;1
167;240;158;212;land;false;plains;1
168;102;213;246;land;false;plains;1
169;251;236;118;land;false;plains;1
170;239;115;180;land;false;plains;1
171;104;212;212;land;false;plains;1
172;230;222;173;land;false;plains;1
173;246;200;246;land;false;plains;1
174;252;101;187;land;false;plains;1
175;130;193;196;land;false;plains;1
176;205;219;160;land;true;plains;1
177;171;253;159;land;false;plains;1
178;163;247;150;land;false;plains;1
179;134;187;209;land;false;plains;1
180;139;186;220;land;false;plains;1
181;214;228;141;land;false;plains;1
182;215;62;253;land;false;plains;1
183;245;170;141;land;false;plains;1
184;145;147;222;land;false;plains;1
185;144;169;202;land;false;plains;1
186;103;252;253;land;false;plains;1
187;200;226;113;land;false;plains;1
188;219;80;250;land;false;plains;1
189;253;43;212;land;false;plains;1
190;234;206;142;land;false;plains;1
191;216;101;191;land;true;plains;1
192;144;203;200;land;false;plains;1
193;253;24;245;land;true;plains;1
194;200;138;226;land;false;plains;1
195;146;214;216;land;false;plains;1
196;238;123;191;land;false;plains;1
197;250;223;235;land;false;plains;1
198;187;71;244;land;false;plains;1
199;85;241;221;land;false;plains;1
200;223;135;228;land;true;plains;1
201;219;201;160;land;true;plains;1
202;147;185;205;land;false;plains;1
203;254;219;114;land;false;plains;1
204;252;170;89;land;false;plains;1
205;84;240;240;land;false;plains;1
206;231;168;113;land;false;plains;1
207;127;236;154;land;false;plains;1
208;177;161;206;land;false;plains;1
209;108;210;224;land;false;plains;1
210;94;246;245;land;false;plains;1
211;253;141;148;land;false;plains;1
212;196;247;173;land;false;plains;1
213;218;225;148;land;false;plains;1
214;236;209;129;land;false;plains;1
215;185;74;247;land;false;plains;1
216;232;207;99;land;false;plains;1
217;233;129;153;land;false;plains;1
218;111;252;234;land;false;plains;1
219;227;236;81;land;false;plains;1
220;229;200;171;land;false;plains;1
221;235;119;147;land;false;plains;1
222;139;176;217;land;false;plains;1
223;119;208;209;land;false;plains;1
224;253;222;115;land;false;plains;1
225;236;150;238;land;false;plains;1
226;239;247;52;land;false;plains;1
227;139;198;183;land;false;plains;1
228;171;97;243;land;false;plains;1
229;251;201;175;land;false;plains;1
230;96;173;246;land;false;plains;1
231;219;111;173;land;false;plains;1
